"Soort bromfiets";"Perioden";"Regio's";"Voertuigen met bromfietskenteken (aantal)";"Voertuigen per 1000 inwoners (aantal)"
"Bromfiets";"2016";"Brummen";"592";"28"
"Bromfiets";"2017";"Brummen";"579";"28"
"Bromfiets";"2007";"Brunssum";"902";"30"
"Bromfiets";"2008";"Brunssum";"974";"33"
"Bromfiets";"2009";"Brunssum";"1042";"35"
"Bromfiets";"2010";"Brunssum";"1084";"37"
"Bromfiets";"2011";"Brunssum";"1131";"39"
"Bromfiets";"2012";"Brunssum";"1063";"36"
"Bromfiets";"2013";"Brunssum";"1046";"36"
"Bromfiets";"2014";"Brunssum";"1004";"35"
"Bromfiets";"2015";"Brunssum";"984";"34"
"Bromfiets";"2016";"Brunssum";"936";"33"
"Bromfiets";"2017";"Brunssum";"951";"34"
"Bromfiets";"2007";"Bunnik";"298";"21"
"Bromfiets";"2008";"Bunnik";"338";"24"
"Bromfiets";"2009";"Bunnik";"392";"27"
"Bromfiets";"2010";"Bunnik";"432";"30"
"Bromfiets";"2011";"Bunnik";"421";"29"
"Bromfiets";"2012";"Bunnik";"425";"29"
"Bromfiets";"2013";"Bunnik";"420";"29"
"Bromfiets";"2014";"Bunnik";"405";"28"
"Bromfiets";"2015";"Bunnik";"395";"27"
"Bromfiets";"2016";"Bunnik";"391";"26"
"Bromfiets";"2017";"Bunnik";"404";"27"
"Bromfiets";"2007";"Bunschoten";"559";"29"
"Bromfiets";"2008";"Bunschoten";"610";"31"
"Bromfiets";"2009";"Bunschoten";"688";"35"
"Bromfiets";"2010";"Bunschoten";"730";"37"
"Bromfiets";"2011";"Bunschoten";"737";"37"
"Bromfiets";"2012";"Bunschoten";"714";"35"
"Bromfiets";"2013";"Bunschoten";"673";"33"
"Bromfiets";"2014";"Bunschoten";"627";"31"
"Bromfiets";"2015";"Bunschoten";"589";"29"
"Bromfiets";"2016";"Bunschoten";"544";"26"
"Bromfiets";"2017";"Bunschoten";"480";"23"
"Bromfiets";"2007";"Buren";"1186";"46"
"Bromfiets";"2008";"Buren";"1147";"45"
"Bromfiets";"2009";"Buren";"1215";"47"
"Bromfiets";"2010";"Buren";"1263";"49"
"Bromfiets";"2011";"Buren";"1322";"51"
"Bromfiets";"2012";"Buren";"1312";"51"
"Bromfiets";"2013";"Buren";"1238";"48"
"Bromfiets";"2014";"Buren";"1229";"47"
"Bromfiets";"2015";"Buren";"1232";"47"
"Bromfiets";"2016";"Buren";"1253";"48"
"Bromfiets";"2017";"Buren";"1246";"47"
"Bromfiets";"2007";"Bussum";"524";"17"
"Bromfiets";"2008";"Bussum";"577";"18"
"Bromfiets";"2009";"Bussum";"673";"21"
"Bromfiets";"2010";"Bussum";"773";"24"
"Bromfiets";"2011";"Bussum";"835";"26"
"Bromfiets";"2012";"Bussum";"868";"27"
"Bromfiets";"2013";"Bussum";"867";"27"
"Bromfiets";"2014";"Bussum";"811";"25"
"Bromfiets";"2015";"Bussum";"810";"25"
"Bromfiets";"2016";"Bussum";"";""
"Bromfiets";"2017";"Bussum";"";""
"Bromfiets";"2007";"Capelle aan den IJssel";"1126";"17"
"Bromfiets";"2008";"Capelle aan den IJssel";"1349";"21"
"Bromfiets";"2009";"Capelle aan den IJssel";"1564";"24"
"Bromfiets";"2010";"Capelle aan den IJssel";"1741";"27"
"Bromfiets";"2011";"Capelle aan den IJssel";"1880";"28"
"Bromfiets";"2012";"Capelle aan den IJssel";"1907";"29"
"Bromfiets";"2013";"Capelle aan den IJssel";"1926";"29"
"Bromfiets";"2014";"Capelle aan den IJssel";"1963";"30"
"Bromfiets";"2015";"Capelle aan den IJssel";"1981";"30"
"Bromfiets";"2016";"Capelle aan den IJssel";"1936";"29"
"Bromfiets";"2017";"Capelle aan den IJssel";"1896";"29"
"Bromfiets";"2007";"Castricum";"638";"18"
"Bromfiets";"2008";"Castricum";"689";"20"
"Bromfiets";"2009";"Castricum";"789";"23"
"Bromfiets";"2010";"Castricum";"847";"24"
"Bromfiets";"2011";"Castricum";"905";"26"
"Bromfiets";"2012";"Castricum";"841";"24"
"Bromfiets";"2013";"Castricum";"849";"25"
"Bromfiets";"2014";"Castricum";"836";"24"
"Bromfiets";"2015";"Castricum";"825";"24"
"Bromfiets";"2016";"Castricum";"831";"24"
"Bromfiets";"2017";"Castricum";"836";"24"
"Bromfiets";"2007";"Coevorden";"806";"22"
"Bromfiets";"2008";"Coevorden";"843";"23"
"Bromfiets";"2009";"Coevorden";"923";"26"
"Bromfiets";"2010";"Coevorden";"995";"28"
"Bromfiets";"2011";"Coevorden";"1036";"29"
"Bromfiets";"2012";"Coevorden";"1017";"28"
"Bromfiets";"2013";"Coevorden";"989";"28"
"Bromfiets";"2014";"Coevorden";"998";"28"
"Bromfiets";"2015";"Coevorden";"1026";"29"
"Bromfiets";"2016";"Coevorden";"1018";"29"
"Bromfiets";"2017";"Coevorden";"1033";"29"
"Bromfiets";"2007";"Cranendonck";"707";"35"
"Bromfiets";"2008";"Cranendonck";"737";"36"
"Bromfiets";"2009";"Cranendonck";"741";"37"
"Bromfiets";"2010";"Cranendonck";"763";"38"
"Bromfiets";"2011";"Cranendonck";"755";"37"
"Bromfiets";"2012";"Cranendonck";"733";"36"
"Bromfiets";"2013";"Cranendonck";"692";"34"
"Bromfiets";"2014";"Cranendonck";"648";"32"
"Bromfiets";"2015";"Cranendonck";"640";"31"
"Bromfiets";"2016";"Cranendonck";"603";"29"
"Bromfiets";"2017";"Cranendonck";"602";"29"
"Bromfiets";"2007";"Cromstrijen";"394";"30"
"Bromfiets";"2008";"Cromstrijen";"432";"34"
"Bromfiets";"2009";"Cromstrijen";"476";"37"
"Bromfiets";"2010";"Cromstrijen";"507";"40"
"Bromfiets";"2011";"Cromstrijen";"511";"40"
"Bromfiets";"2012";"Cromstrijen";"529";"41"
"Bromfiets";"2013";"Cromstrijen";"529";"41"
"Bromfiets";"2014";"Cromstrijen";"522";"41"
"Bromfiets";"2015";"Cromstrijen";"547";"43"
"Bromfiets";"2016";"Cromstrijen";"568";"45"
"Bromfiets";"2017";"Cromstrijen";"576";"45"
"Bromfiets";"2007";"Cuijk";"479";"20"
"Bromfiets";"2008";"Cuijk";"513";"21"
"Bromfiets";"2009";"Cuijk";"547";"23"
"Bromfiets";"2010";"Cuijk";"576";"24"
"Bromfiets";"2011";"Cuijk";"624";"25"
"Bromfiets";"2012";"Cuijk";"635";"26"
"Bromfiets";"2013";"Cuijk";"647";"26"
"Bromfiets";"2014";"Cuijk";"628";"25"
"Bromfiets";"2015";"Cuijk";"614";"25"
"Bromfiets";"2016";"Cuijk";"581";"24"
"Bromfiets";"2017";"Cuijk";"573";"23"
"Bromfiets";"2007";"Culemborg";"484";"18"
"Bromfiets";"2008";"Culemborg";"497";"18"
"Bromfiets";"2009";"Culemborg";"540";"20"
"Bromfiets";"2010";"Culemborg";"615";"22"
"Bromfiets";"2011";"Culemborg";"638";"23"
"Bromfiets";"2012";"Culemborg";"642";"23"
"Bromfiets";"2013";"Culemborg";"631";"23"
"Bromfiets";"2014";"Culemborg";"619";"22"
"Bromfiets";"2015";"Culemborg";"616";"22"
"Bromfiets";"2016";"Culemborg";"644";"23"
"Bromfiets";"2017";"Culemborg";"648";"23"
"Bromfiets";"2007";"Dalfsen";"879";"33"
"Bromfiets";"2008";"Dalfsen";"909";"34"
"Bromfiets";"2009";"Dalfsen";"1032";"38"
"Bromfiets";"2010";"Dalfsen";"1110";"41"
"Bromfiets";"2011";"Dalfsen";"1142";"42"
"Bromfiets";"2012";"Dalfsen";"1146";"42"
"Bromfiets";"2013";"Dalfsen";"1134";"41"
"Bromfiets";"2014";"Dalfsen";"1102";"40"
"Bromfiets";"2015";"Dalfsen";"1093";"39"
"Bromfiets";"2016";"Dalfsen";"1058";"38"
"Bromfiets";"2017";"Dalfsen";"1016";"36"
"Bromfiets";"2007";"Dantumadeel";"623";"32"
"Bromfiets";"2008";"Dantumadeel";"646";"33"
"Bromfiets";"2009";"Dantumadeel";"";""
"Bromfiets";"2010";"Dantumadeel";"";""
"Bromfiets";"2011";"Dantumadeel";"";""
"Bromfiets";"2012";"Dantumadeel";"";""
"Bromfiets";"2013";"Dantumadeel";"";""
"Bromfiets";"2014";"Dantumadeel";"";""
"Bromfiets";"2015";"Dantumadeel";"";""
"Bromfiets";"2016";"Dantumadeel";"";""
"Bromfiets";"2017";"Dantumadeel";"";""
"Bromfiets";"2007";"Dantumadiel";"";""
"Bromfiets";"2008";"Dantumadiel";"";""
"Bromfiets";"2009";"Dantumadiel";"689";"36"
"Bromfiets";"2010";"Dantumadiel";"729";"38"
"Bromfiets";"2011";"Dantumadiel";"755";"39"
"Bromfiets";"2012";"Dantumadiel";"757";"39"
"Bromfiets";"2013";"Dantumadiel";"750";"39"
"Bromfiets";"2014";"Dantumadiel";"769";"40"
"Bromfiets";"2015";"Dantumadiel";"762";"40"
"Bromfiets";"2016";"Dantumadiel";"763";"40"
"Bromfiets";"2017";"Dantumadiel";"799";"42"
"Bromfiets";"2007";"Delft";"1996";"21"
"Bromfiets";"2008";"Delft";"2246";"23"
"Bromfiets";"2009";"Delft";"2537";"26"
"Bromfiets";"2010";"Delft";"2688";"28"
"Bromfiets";"2011";"Delft";"2896";"30"
"Bromfiets";"2012";"Delft";"2976";"30"
"Bromfiets";"2013";"Delft";"2924";"30"
"Bromfiets";"2014";"Delft";"2819";"28"
"Bromfiets";"2015";"Delft";"2742";"27"
"Bromfiets";"2016";"Delft";"2705";"27"
"Bromfiets";"2017";"Delft";"2611";"26"
"Bromfiets";"2007";"Delfzijl";"612";"22"
"Bromfiets";"2008";"Delfzijl";"668";"24"
"Bromfiets";"2009";"Delfzijl";"692";"26"
"Bromfiets";"2010";"Delfzijl";"699";"26"
"Bromfiets";"2011";"Delfzijl";"709";"27"
"Bromfiets";"2012";"Delfzijl";"698";"27"
"Bromfiets";"2013";"Delfzijl";"683";"26"
"Bromfiets";"2014";"Delfzijl";"668";"26"
"Bromfiets";"2015";"Delfzijl";"673";"26"
"Bromfiets";"2016";"Delfzijl";"685";"27"
"Bromfiets";"2017";"Delfzijl";"663";"27"
"Bromfiets";"2007";"Deurne";"1062";"33"
"Bromfiets";"2008";"Deurne";"1101";"35"
"Bromfiets";"2009";"Deurne";"1197";"38"
"Bromfiets";"2010";"Deurne";"1237";"39"
"Bromfiets";"2011";"Deurne";"1288";"41"
"Bromfiets";"2012";"Deurne";"1295";"41"
"Bromfiets";"2013";"Deurne";"1230";"39"
"Bromfiets";"2014";"Deurne";"1194";"38"
"Bromfiets";"2015";"Deurne";"1126";"35"
"Bromfiets";"2016";"Deurne";"1094";"34"
"Bromfiets";"2017";"Deurne";"1109";"35"
"Bromfiets";"2007";"Deventer";"1534";"16"
"Bromfiets";"2008";"Deventer";"1602";"16"
"Bromfiets";"2009";"Deventer";"1697";"17"
"Bromfiets";"2010";"Deventer";"1752";"18"
"Bromfiets";"2011";"Deventer";"1769";"18"
"Bromfiets";"2012";"Deventer";"1743";"18"
"Bromfiets";"2013";"Deventer";"1654";"17"
"Bromfiets";"2014";"Deventer";"1625";"17"
"Bromfiets";"2015";"Deventer";"1581";"16"
"Bromfiets";"2016";"Deventer";"1525";"15"
"Bromfiets";"2017";"Deventer";"1512";"15"
"Bromfiets";"2007";"Diemen";"654";"27"
"Bromfiets";"2008";"Diemen";"786";"33"
"Bromfiets";"2009";"Diemen";"930";"38"
"Bromfiets";"2010";"Diemen";"999";"40"
"Bromfiets";"2011";"Diemen";"1033";"41"
"Bromfiets";"2012";"Diemen";"1003";"40"
"Bromfiets";"2013";"Diemen";"930";"37"
"Bromfiets";"2014";"Diemen";"943";"36"
"Bromfiets";"2015";"Diemen";"954";"36"
"Bromfiets";"2016";"Diemen";"917";"34"
"Bromfiets";"2017";"Diemen";"878";"32"
"Bromfiets";"2007";"Dinkelland";"492";"19"
"Bromfiets";"2008";"Dinkelland";"523";"20"
"Bromfiets";"2009";"Dinkelland";"561";"22"
"Bromfiets";"2010";"Dinkelland";"599";"23"
"Bromfiets";"2011";"Dinkelland";"612";"23"
"Bromfiets";"2012";"Dinkelland";"632";"24"
"Bromfiets";"2013";"Dinkelland";"697";"27"
"Bromfiets";"2014";"Dinkelland";"702";"27"
"Bromfiets";"2015";"Dinkelland";"733";"28"
"Bromfiets";"2016";"Dinkelland";"757";"29"
"Bromfiets";"2017";"Dinkelland";"735";"28"
"Bromfiets";"2007";"Dirksland";"221";"27"
"Bromfiets";"2008";"Dirksland";"224";"27"
"Bromfiets";"2009";"Dirksland";"234";"28"
"Bromfiets";"2010";"Dirksland";"248";"29"
"Bromfiets";"2011";"Dirksland";"278";"33"
"Bromfiets";"2012";"Dirksland";"285";"34"
"Bromfiets";"2013";"Dirksland";"";""
"Bromfiets";"2014";"Dirksland";"";""
"Bromfiets";"2015";"Dirksland";"";""
"Bromfiets";"2016";"Dirksland";"";""
"Bromfiets";"2017";"Dirksland";"";""
"Bromfiets";"2007";"Doesburg";"264";"23"
"Bromfiets";"2008";"Doesburg";"326";"28"
"Bromfiets";"2009";"Doesburg";"338";"29"
"Bromfiets";"2010";"Doesburg";"350";"30"
"Bromfiets";"2011";"Doesburg";"373";"32"
"Bromfiets";"2012";"Doesburg";"373";"32"
"Bromfiets";"2013";"Doesburg";"366";"32"
"Bromfiets";"2014";"Doesburg";"320";"28"
"Bromfiets";"2015";"Doesburg";"305";"27"
"Bromfiets";"2016";"Doesburg";"327";"29"
"Bromfiets";"2017";"Doesburg";"332";"29"
"Bromfiets";"2007";"Doetinchem";"1018";"18"
"Bromfiets";"2008";"Doetinchem";"1022";"18"
"Bromfiets";"2009";"Doetinchem";"1022";"18"
"Bromfiets";"2010";"Doetinchem";"1065";"19"
"Bromfiets";"2011";"Doetinchem";"1110";"20"
"Bromfiets";"2012";"Doetinchem";"1045";"19"
"Bromfiets";"2013";"Doetinchem";"1072";"19"
"Bromfiets";"2014";"Doetinchem";"1037";"18"
"Bromfiets";"2015";"Doetinchem";"975";"17"
"Bromfiets";"2016";"Doetinchem";"944";"17"
"Bromfiets";"2017";"Doetinchem";"930";"16"
"Bromfiets";"2007";"Dongen";"643";"25"
"Bromfiets";"2008";"Dongen";"667";"26"
"Bromfiets";"2009";"Dongen";"709";"28"
"Bromfiets";"2010";"Dongen";"746";"30"
"Bromfiets";"2011";"Dongen";"733";"29"
"Bromfiets";"2012";"Dongen";"696";"28"
"Bromfiets";"2013";"Dongen";"799";"31"
"Bromfiets";"2014";"Dongen";"790";"31"
"Bromfiets";"2015";"Dongen";"797";"31"
"Bromfiets";"2016";"Dongen";"811";"32"
"Bromfiets";"2017";"Dongen";"795";"31"
"Bromfiets";"2007";"Dongeradeel";"877";"35"
"Bromfiets";"2008";"Dongeradeel";"960";"39"
"Bromfiets";"2009";"Dongeradeel";"1145";"47"
"Bromfiets";"2010";"Dongeradeel";"1042";"43"
"Bromfiets";"2011";"Dongeradeel";"1063";"44"
"Bromfiets";"2012";"Dongeradeel";"1055";"43"
"Bromfiets";"2013";"Dongeradeel";"1012";"42"
"Bromfiets";"2014";"Dongeradeel";"990";"41"
"Bromfiets";"2015";"Dongeradeel";"1016";"42"
"Bromfiets";"2016";"Dongeradeel";"1002";"42"
"Bromfiets";"2017";"Dongeradeel";"1012";"42"
"Bromfiets";"2007";"Dordrecht";"2273";"19"
"Bromfiets";"2008";"Dordrecht";"2589";"22"
"Bromfiets";"2009";"Dordrecht";"2996";"25"
"Bromfiets";"2010";"Dordrecht";"3196";"27"
"Bromfiets";"2011";"Dordrecht";"3304";"28"
"Bromfiets";"2012";"Dordrecht";"3311";"28"
"Bromfiets";"2013";"Dordrecht";"3231";"27"
"Bromfiets";"2014";"Dordrecht";"3130";"26"
"Bromfiets";"2015";"Dordrecht";"3022";"25"
"Bromfiets";"2016";"Dordrecht";"2932";"25"
"Bromfiets";"2017";"Dordrecht";"2833";"24"
"Bromfiets";"2007";"Drechterland";"541";"29"
"Bromfiets";"2008";"Drechterland";"602";"32"
"Bromfiets";"2009";"Drechterland";"669";"35"
"Bromfiets";"2010";"Drechterland";"718";"37"
"Bromfiets";"2011";"Drechterland";"762";"39"
"Bromfiets";"2012";"Drechterland";"721";"37"
"Bromfiets";"2013";"Drechterland";"732";"38"
"Bromfiets";"2014";"Drechterland";"720";"37"
"Bromfiets";"2015";"Drechterland";"723";"37"
"Bromfiets";"2016";"Drechterland";"725";"37"
"Bromfiets";"2017";"Drechterland";"749";"39"
"Bromfiets";"2007";"Drimmelen";"704";"26"
"Bromfiets";"2008";"Drimmelen";"741";"28"
"Bromfiets";"2009";"Drimmelen";"786";"30"
"Bromfiets";"2010";"Drimmelen";"810";"30"
"Bromfiets";"2011";"Drimmelen";"822";"31"
"Bromfiets";"2012";"Drimmelen";"810";"30"
"Bromfiets";"2013";"Drimmelen";"768";"29"
"Bromfiets";"2014";"Drimmelen";"725";"27"
"Bromfiets";"2015";"Drimmelen";"740";"28"
"Bromfiets";"2016";"Drimmelen";"756";"28"
"Bromfiets";"2017";"Drimmelen";"733";"27"
"Bromfiets";"2007";"Dronten";"549";"14"
"Bromfiets";"2008";"Dronten";"674";"17"
"Bromfiets";"2009";"Dronten";"797";"20"
"Bromfiets";"2010";"Dronten";"906";"23"
"Bromfiets";"2011";"Dronten";"972";"24"
"Bromfiets";"2012";"Dronten";"926";"23"
"Bromfiets";"2013";"Dronten";"886";"22"
"Bromfiets";"2014";"Dronten";"898";"22"
"Bromfiets";"2015";"Dronten";"913";"23"
"Bromfiets";"2016";"Dronten";"887";"22"
"Bromfiets";"2017";"Dronten";"887";"22"
"Bromfiets";"2007";"Druten";"468";"26"
"Bromfiets";"2008";"Druten";"489";"27"
"Bromfiets";"2009";"Druten";"564";"31"
"Bromfiets";"2010";"Druten";"599";"33"
"Bromfiets";"2011";"Druten";"589";"33"
"Bromfiets";"2012";"Druten";"616";"34"
"Bromfiets";"2013";"Druten";"584";"32"
"Bromfiets";"2014";"Druten";"548";"30"
"Bromfiets";"2015";"Druten";"524";"29"
"Bromfiets";"2016";"Druten";"495";"27"
"Bromfiets";"2017";"Druten";"491";"26"
"Bromfiets";"2007";"Duiven";"536";"21"
"Bromfiets";"2008";"Duiven";"579";"23"
"Bromfiets";"2009";"Duiven";"651";"26"
"Bromfiets";"2010";"Duiven";"714";"28"
"Bromfiets";"2011";"Duiven";"741";"29"
"Bromfiets";"2012";"Duiven";"703";"28"
"Bromfiets";"2013";"Duiven";"642";"25"
"Bromfiets";"2014";"Duiven";"594";"23"
"Bromfiets";"2015";"Duiven";"588";"23"
"Bromfiets";"2016";"Duiven";"536";"21"
"Bromfiets";"2017";"Duiven";"503";"20"
"Bromfiets";"2007";"Echt-Susteren";"797";"25"
"Bromfiets";"2008";"Echt-Susteren";"803";"25"
"Bromfiets";"2009";"Echt-Susteren";"853";"27"
"Bromfiets";"2010";"Echt-Susteren";"921";"29"
"Bromfiets";"2011";"Echt-Susteren";"964";"30"
"Bromfiets";"2012";"Echt-Susteren";"979";"30"
"Bromfiets";"2013";"Echt-Susteren";"997";"31"
"Bromfiets";"2014";"Echt-Susteren";"971";"30"
"Bromfiets";"2015";"Echt-Susteren";"953";"30"
"Bromfiets";"2016";"Echt-Susteren";"959";"30"
"Bromfiets";"2017";"Echt-Susteren";"948";"30"
"Bromfiets";"2007";"Edam-Volendam";"387";"14"
"Bromfiets";"2008";"Edam-Volendam";"432";"15"
"Bromfiets";"2009";"Edam-Volendam";"493";"17"
"Bromfiets";"2010";"Edam-Volendam";"519";"18"
"Bromfiets";"2011";"Edam-Volendam";"558";"20"
"Bromfiets";"2012";"Edam-Volendam";"549";"19"
"Bromfiets";"2013";"Edam-Volendam";"519";"18"
"Bromfiets";"2014";"Edam-Volendam";"531";"18"
"Bromfiets";"2015";"Edam-Volendam";"561";"19"
"Bromfiets";"2016";"Edam-Volendam";"866";"24"
"Bromfiets";"2017";"Edam-Volendam";"866";"24"
"Bromfiets";"2007";"Ede";"2853";"27"
"Bromfiets";"2008";"Ede";"2930";"27"
"Bromfiets";"2009";"Ede";"3096";"29"
"Bromfiets";"2010";"Ede";"3204";"30"
"Bromfiets";"2011";"Ede";"3278";"30"
"Bromfiets";"2012";"Ede";"3286";"30"
"Bromfiets";"2013";"Ede";"3234";"29"
"Bromfiets";"2014";"Ede";"3106";"28"
"Bromfiets";"2015";"Ede";"3158";"28"
"Bromfiets";"2016";"Ede";"3093";"28"
"Bromfiets";"2017";"Ede";"3032";"27"
"Bromfiets";"2007";"Eemnes";"355";"40"
"Bromfiets";"2008";"Eemnes";"399";"45"
"Bromfiets";"2009";"Eemnes";"430";"48"
"Bromfiets";"2010";"Eemnes";"459";"52"
"Bromfiets";"2011";"Eemnes";"458";"52"
"Bromfiets";"2012";"Eemnes";"465";"53"
"Bromfiets";"2013";"Eemnes";"456";"52"
"Bromfiets";"2014";"Eemnes";"461";"53"
"Bromfiets";"2015";"Eemnes";"451";"51"
"Bromfiets";"2016";"Eemnes";"447";"50"
"Bromfiets";"2017";"Eemnes";"454";"50"
"Bromfiets";"2007";"Eemsmond";"451";"27"
"Bromfiets";"2008";"Eemsmond";"450";"27"
"Bromfiets";"2009";"Eemsmond";"504";"31"
"Bromfiets";"2010";"Eemsmond";"562";"34"
"Bromfiets";"2011";"Eemsmond";"599";"37"
"Bromfiets";"2012";"Eemsmond";"640";"39"
"Bromfiets";"2013";"Eemsmond";"616";"38"
"Bromfiets";"2014";"Eemsmond";"602";"38"
"Bromfiets";"2015";"Eemsmond";"539";"34"
"Bromfiets";"2016";"Eemsmond";"554";"35"
"Bromfiets";"2017";"Eemsmond";"543";"35"
"Bromfiets";"2007";"Eersel";"528";"29"
"Bromfiets";"2008";"Eersel";"559";"31"
"Bromfiets";"2009";"Eersel";"649";"36"
"Bromfiets";"2010";"Eersel";"668";"37"
"Bromfiets";"2011";"Eersel";"656";"36"
"Bromfiets";"2012";"Eersel";"647";"36"
"Bromfiets";"2013";"Eersel";"589";"32"
"Bromfiets";"2014";"Eersel";"587";"32"
"Bromfiets";"2015";"Eersel";"551";"30"
"Bromfiets";"2016";"Eersel";"537";"29"
"Bromfiets";"2017";"Eersel";"537";"29"
"Bromfiets";"2007";"Eijsden";"318";"27"
"Bromfiets";"2008";"Eijsden";"346";"30"
"Bromfiets";"2009";"Eijsden";"381";"33"
"Bromfiets";"2010";"Eijsden";"415";"36"
"Bromfiets";"2011";"Eijsden";"";""
"Bromfiets";"2012";"Eijsden";"";""
"Bromfiets";"2013";"Eijsden";"";""
"Bromfiets";"2014";"Eijsden";"";""
"Bromfiets";"2015";"Eijsden";"";""
"Bromfiets";"2016";"Eijsden";"";""
"Bromfiets";"2017";"Eijsden";"";""
"Bromfiets";"2007";"Eijsden-Margraten";"";""
"Bromfiets";"2008";"Eijsden-Margraten";"";""
"Bromfiets";"2009";"Eijsden-Margraten";"";""
"Bromfiets";"2010";"Eijsden-Margraten";"";""
"Bromfiets";"2011";"Eijsden-Margraten";"916";"37"
"Bromfiets";"2012";"Eijsden-Margraten";"901";"36"
"Bromfiets";"2013";"Eijsden-Margraten";"883";"35"
"Bromfiets";"2014";"Eijsden-Margraten";"856";"34"
"Bromfiets";"2015";"Eijsden-Margraten";"836";"33"
"Bromfiets";"2016";"Eijsden-Margraten";"832";"33"
"Bromfiets";"2017";"Eijsden-Margraten";"839";"33"
"Bromfiets";"2007";"Eindhoven";"3750";"18"
"Bromfiets";"2008";"Eindhoven";"4054";"19"
"Bromfiets";"2009";"Eindhoven";"4458";"21"
"Bromfiets";"2010";"Eindhoven";"4625";"22"
"Bromfiets";"2011";"Eindhoven";"4755";"22"
"Bromfiets";"2012";"Eindhoven";"4630";"21"
"Bromfiets";"2013";"Eindhoven";"4351";"20"
"Bromfiets";"2014";"Eindhoven";"4201";"19"
"Bromfiets";"2015";"Eindhoven";"4158";"19"
"Bromfiets";"2016";"Eindhoven";"4059";"18"
"Bromfiets";"2017";"Eindhoven";"3890";"17"
"Bromfiets";"2007";"Elburg";"526";"24"
"Bromfiets";"2008";"Elburg";"578";"26"
"Bromfiets";"2009";"Elburg";"611";"28"
"Bromfiets";"2010";"Elburg";"673";"30"
"Bromfiets";"2011";"Elburg";"684";"31"
"Bromfiets";"2012";"Elburg";"677";"30"
"Bromfiets";"2013";"Elburg";"631";"28"
"Bromfiets";"2014";"Elburg";"583";"26"
"Bromfiets";"2015";"Elburg";"553";"24"
"Bromfiets";"2016";"Elburg";"575";"25"
"Bromfiets";"2017";"Elburg";"584";"25"
"Bromfiets";"2007";"Emmen";"2572";"24"
"Bromfiets";"2008";"Emmen";"2850";"26"
"Bromfiets";"2009";"Emmen";"3047";"28"
"Bromfiets";"2010";"Emmen";"3177";"29"
"Bromfiets";"2011";"Emmen";"3291";"30"
"Bromfiets";"2012";"Emmen";"3256";"30"
"Bromfiets";"2013";"Emmen";"3212";"30"
"Bromfiets";"2014";"Emmen";"3155";"29"
"Bromfiets";"2015";"Emmen";"3101";"29"
"Bromfiets";"2016";"Emmen";"2973";"28"
"Bromfiets";"2017";"Emmen";"2849";"27"
"Bromfiets";"2007";"Enkhuizen";"405";"23"
"Bromfiets";"2008";"Enkhuizen";"464";"26"
"Bromfiets";"2009";"Enkhuizen";"496";"27"
"Bromfiets";"2010";"Enkhuizen";"533";"29"
"Bromfiets";"2011";"Enkhuizen";"555";"31"
"Bromfiets";"2012";"Enkhuizen";"556";"30"
"Bromfiets";"2013";"Enkhuizen";"550";"30"
"Bromfiets";"2014";"Enkhuizen";"549";"30"
"Bromfiets";"2015";"Enkhuizen";"549";"30"
"Bromfiets";"2016";"Enkhuizen";"537";"29"
"Bromfiets";"2017";"Enkhuizen";"558";"30"
"Bromfiets";"2007";"Enschede";"3178";"21"
"Bromfiets";"2008";"Enschede";"3462";"22"
"Bromfiets";"2009";"Enschede";"3770";"24"
"Bromfiets";"2010";"Enschede";"4040";"26"
"Bromfiets";"2011";"Enschede";"4197";"27"
"Bromfiets";"2012";"Enschede";"4188";"26"
"Bromfiets";"2013";"Enschede";"4121";"26"
"Bromfiets";"2014";"Enschede";"3993";"25"
"Bromfiets";"2015";"Enschede";"3971";"25"
"Bromfiets";"2016";"Enschede";"3907";"25"
"Bromfiets";"2017";"Enschede";"3767";"24"
"Bromfiets";"2007";"Epe";"1293";"39"
"Bromfiets";"2008";"Epe";"1293";"39"
"Bromfiets";"2009";"Epe";"1336";"41"
"Bromfiets";"2010";"Epe";"1397";"42"
"Bromfiets";"2011";"Epe";"1386";"42"
"Bromfiets";"2012";"Epe";"1337";"41"
"Bromfiets";"2013";"Epe";"1323";"41"
"Bromfiets";"2014";"Epe";"1263";"39"
"Bromfiets";"2015";"Epe";"1236";"38"
"Bromfiets";"2016";"Epe";"1276";"40"
"Bromfiets";"2017";"Epe";"1273";"39"
"Bromfiets";"2007";"Ermelo";"482";"18"
"Bromfiets";"2008";"Ermelo";"526";"20"
"Bromfiets";"2009";"Ermelo";"572";"22"
"Bromfiets";"2010";"Ermelo";"610";"23"
"Bromfiets";"2011";"Ermelo";"637";"24"
"Bromfiets";"2012";"Ermelo";"596";"23"
"Bromfiets";"2013";"Ermelo";"572";"22"
"Bromfiets";"2014";"Ermelo";"569";"22"
"Bromfiets";"2015";"Ermelo";"592";"23"
"Bromfiets";"2016";"Ermelo";"562";"21"
"Bromfiets";"2017";"Ermelo";"575";"22"
"Bromfiets";"2007";"Etten-Leur";"727";"18"
"Bromfiets";"2008";"Etten-Leur";"832";"21"
"Bromfiets";"2009";"Etten-Leur";"932";"23"
"Bromfiets";"2010";"Etten-Leur";"955";"23"
"Bromfiets";"2011";"Etten-Leur";"984";"24"
"Bromfiets";"2012";"Etten-Leur";"950";"23"
"Bromfiets";"2013";"Etten-Leur";"928";"22"
